DEPTH,LFP_AI,LFP_AI_B
3432.0481,13204.1504,13204.1504
3432.2004,13125.6396,13125.6396
3432.353,13266.4697,13266.4697
3432.5054,13409.3701,13409.3701
3432.6577,13600.5801,13600.5801
3432.8101,13704.9902,13704.9902
3432.9624,13991.3301,13991.3301
3433.115,14590.5,14590.5
3433.2673,15276.9502,15276.9502
3433.4197,15090.9004,15090.9004
3433.572,14940.5801,14940.5801
3433.7246,14539.4404,14539.4404
3433.877,14290.6396,14290.6396
3434.0293,14431.5498,14431.5498
3434.1816,14463.1904,14463.1904
3434.3342,14631.54,14631.54
3434.4866,15032.0703,15032.0703
3434.6389,15096.0303,15096.0303
3434.7913,15053.3398,15053.3398
3434.9436,14428.4902,14428.4902
3435.0962,14065.5996,14065.5996
3435.2485,14137.21,14137.21
3435.4009,14315.5498,14315.5498
3435.5532,14349.0498,14349.0498
3435.7058,14411.3799,14411.3799
3435.8582,14189.3701,14189.3701
3436.0105,14093.0703,14093.0703
3436.1628,13873.6299,13873.6299
3436.3154,13594.8496,13594.8496
3436.4678,13296.5898,13296.5898
3436.6201,12769.5,12769.5
3436.7725,12413.0898,12413.0898
3436.9248,12313.0498,12313.0498
3437.0774,12401.7305,12401.7305
3437.2297,12690.1396,12690.1396
3437.3821,13085.6504,13085.6504
3437.5344,13486.3701,13486.3701
3437.687,13703.54,13703.54
3437.8394,14146.3799,14146.3799
3437.9917,14688.7803,14688.7803
3438.144,15062.2002,15062.2002
3438.2966,15064.5498,15064.5498
3438.449,14999.96,14999.96
3438.6013,15002.9902,15002.9902
3438.7537,14995.04,14995.04
3438.906,15041.7197,15041.7197
3439.0586,14927.79,14927.79
3439.2109,14853.7002,14853.7002
3439.3633,14939.7402,14939.7402
3439.5156,13926.7197,13926.7197
3439.6682,13412.4404,13412.4404
3439.8206,13122.3896,13122.3896
3439.9729,12799.0195,12799.0195
3440.1252,12526.6299,12526.6299
3440.2776,12326.2002,12326.2002
3440.4302,12281.1504,12281.1504
3440.5825,12333.9004,12333.9004
3440.7349,12307.9502,12307.9502
3440.8872,12055.1602,12055.1602
3441.0398,12167.8896,12167.8896
3441.1921,12527.8203,12527.8203
3441.3445,12706.6904,12706.6904
3441.4968,12893.4805,12893.4805
3441.6494,13103.1396,13103.1396
3441.8018,13362.4297,13362.4297
3441.9541,13437.3799,13437.3799
3442.1064,13262.9004,13262.9004
3442.2588,13213.0498,13213.0498
3442.4114,13259.2002,13259.2002
3442.5637,13414.6699,13414.6699
3442.7161,13511.0596,13511.0596
3442.8684,13497.1602,13497.1602
3443.021,13488.1797,13488.1797
3443.1733,13426.9297,13426.9297
3443.3257,13318.9805,13318.9805
3443.478,13176.9004,13176.9004
3443.6306,13224.3896,13224.3896
3443.783,13087.7803,13087.7803
3443.9353,12973.5703,12973.5703
3444.0876,12940.0596,12940.0596
3444.24,12783.0098,12783.0098
3444.3926,12695.8301,12695.8301
3444.5449,12534.46,12534.46
3444.6973,12306.5,12306.5
3444.8496,12099.2695,12099.2695
3445.0022,12087.3799,12087.3799
3445.1545,12147.7002,12147.7002
3445.3069,12167.25,12167.25
3445.4592,12355.4004,12355.4004
3445.6118,12514.4297,12514.4297
3445.7642,12606.6396,12606.6396
3445.9165,12712.9697,12712.9697
3446.0688,12722.5195,12722.5195
3446.2212,12482.9404,12482.9404
3446.3738,12187.4297,12187.4297
3446.5261,11978.7197,11978.7197
3446.6785,11838.6904,11838.6904
3446.8308,11834.7002,11834.7002
3446.9834,12055.2002,12055.2002
3447.1357,12183.9199,12183.9199
3447.2881,12476.0596,12476.0596
3447.4404,12878.21,12878.21
3447.593,12952.9404,12952.9404
3447.7454,13117.3799,13117.3799
3447.8977,13285.7402,13285.7402
3448.05,13630.1699,13630.1699
3448.2024,13787.8096,13787.8096
3448.355,13674.5596,13674.5596
3448.5073,13624.6201,13624.6201
3448.6597,13584.9004,13584.9004
3448.812,13405.2695,13405.2695
3448.9646,13398.5996,13398.5996
3449.1169,13622.75,13622.75
3449.2693,13922.7002,13922.7002
3449.4216,14118.9902,14118.9902
3449.5742,14002.5898,14002.5898
3449.7266,13825.7695,13825.7695
3449.8789,13812.6504,13812.6504
3450.0312,13777.8604,13777.8604
3450.1836,13628.8398,13628.8398
3450.3362,13567.6504,13567.6504
3450.4885,13630.5898,13630.5898
3450.6409,13842.4404,13842.4404
3450.7932,13941.9805,13941.9805
3450.9458,13726.9004,13726.9004
3451.0981,13633.3398,13633.3398
3451.2505,13628.8301,13628.8301
3451.4028,13561.2803,13561.2803
3451.5554,13319.7803,13319.7803
3451.7078,13067.8301,13067.8301
3451.8601,12981.8496,12981.8496
3452.0125,12808.8096,12808.8096
3452.1648,12593.6904,12593.6904
3452.3174,12458.6201,12458.6201
3452.4697,12416.0303,12416.0303
3452.6221,12317.6904,12317.6904
3452.7744,12636.3398,12636.3398
3452.927,12793.9004,12793.9004
3453.0793,12769.5498,12769.5498
3453.2317,12755.2803,12755.2803
3453.384,12773.2197,12773.2197
3453.5366,13086.7803,13086.7803
3453.689,13244.3096,13244.3096
3453.8413,13346.5195,13346.5195
3453.9937,13428.3896,13428.3896
3454.146,13396.04,13396.04
3454.2986,13395.4805,13395.4805
3454.4509,13291.4404,13291.4404
3454.6033,13233.5596,13233.5596
3454.7556,13218.0703,13218.0703
3454.9082,13089.6201,13089.6201
3455.0605,13165.4404,13165.4404
3455.2129,13516.5303,13516.5303
3455.3652,13913.4297,13913.4297
3455.5178,13934.4004,13934.4004
3455.6702,13926.1396,13926.1396
3455.8225,13995,13995
3455.9749,14039.5,14039.5
3456.1272,14017.9199,14017.9199
3456.2798,13839.7803,13839.7803
3456.4321,14005.0498,14005.0498
3456.5845,14080.1602,14080.1602
3456.7368,14039.8301,14039.8301
3456.8894,14086.4805,14086.4805
3457.0417,14086.5098,14086.5098
3457.1941,13959.6904,13959.6904
3457.3464,13932.3301,13932.3301
3457.499,13966.6904,13966.6904
3457.6514,13975.75,13975.75
3457.8037,14200.3799,14200.3799
3457.9561,14153.1904,14153.1904
3458.1084,14124.4297,14124.4297
3458.261,14161.7197,14161.7197
3458.4133,14136.1797,14136.1797
3458.5657,14026.6104,14026.6104
3458.718,13968.0898,13968.0898
3458.8706,13897.9502,13897.9502
3459.0229,13887.9697,13887.9697
3459.1753,14143.5195,14143.5195
3459.3276,14328.0801,14328.0801
3459.4802,14351.5303,14351.5303
3459.6326,14347.2402,14347.2402
3459.7849,14240.3496,14240.3496
3459.9373,14364.29,14364.29
3460.0896,14361.8096,14361.8096
3460.2422,14406.0996,14406.0996
3460.3945,14264.04,14264.04
3460.5469,14106.6201,14106.6201
3460.6992,14025.7803,14025.7803
3460.8518,13919.6104,13919.6104
3461.0042,13933.25,13933.25
3461.1565,13829.1699,13829.1699
3461.3088,13610.0801,13610.0801
3461.4614,14026.8604,14026.8604
3461.6138,14229.6504,14229.6504
3461.7661,14164.3604,14164.3604
3461.9185,14119.4102,14119.4102
3462.0708,14045.96,14045.96
3462.2234,14040.2305,14040.2305
3462.3757,13975.21,13975.21
3462.5281,13914.4004,13914.4004
3462.6804,13841.7002,13841.7002
3462.833,13694.2695,13694.2695
3462.9854,13624.4199,13624.4199
3463.1377,13522.6904,13522.6904
3463.29,13518.6699,13518.6699
3463.4426,13516.0596,13516.0596
3463.595,13651.7695,13651.7695
3463.7473,13725.71,13725.71
3463.8997,13691.5596,13691.5596
3464.052,13639.1201,13639.1201
3464.2046,13575.8604,13575.8604
3464.3569,13458.5303,13458.5303
3464.5093,13388.7402,13388.7402
3464.6616,13411.9404,13411.9404
3464.8142,13416.5703,13416.5703
3464.9666,13294.0303,13294.0303
3465.1189,13297.7305,13297.7305
3465.2712,13380.9502,13380.9502
3465.4238,13436.3896,13436.3896
3465.5762,13449.5703,13449.5703
3465.7285,13507.8701,13507.8701
3465.8809,13522.4805,13522.4805
3466.0332,13666.6201,13666.6201
3466.1858,13703.0898,13703.0898
3466.3381,13739.3496,13739.3496
3466.4905,13689.54,13689.54
3466.6428,13483.8096,13483.8096
3466.7954,13581.0898,13581.0898
3466.9478,13565.3398,13565.3398
3467.1001,13508.4805,13508.4805
3467.2524,13560.6299,13560.6299
3467.405,13689.1396,13689.1396
3467.5574,13802.0703,13802.0703
3467.7097,13826.9902,13826.9902
3467.8621,13708.8301,13708.8301
3468.0144,13573.3896,13573.3896
3468.167,13585.5195,13585.5195
3468.3193,13439.5801,13439.5801
3468.4717,13224.25,13224.25
3468.624,13170.9697,13170.9697
3468.7766,13199.0703,13199.0703
3468.929,13254.4102,13254.4102
3469.0813,13119.7402,13119.7402
3469.2336,13165.6602,13165.6602
3469.3862,13115.9902,13115.9902
3469.5386,13000.75,13000.75
3469.6909,12902.0996,12902.0996
3469.8433,12960.5703,12960.5703
3469.9956,12990.8398,12990.8398
3470.1482,13105.8604,13105.8604
3470.3005,13058.1299,13058.1299
3470.4529,13057.6104,13057.6104
3470.6052,12999.4102,12999.4102
3470.7578,13030.5801,13030.5801
3470.9102,13047.7402,13047.7402
3471.0625,13031.4805,13031.4805
3471.2148,13036.0703,13036.0703
3471.3674,13110.8203,13110.8203
3471.5198,13163.1104,13163.1104
3471.6721,13282.2598,13282.2598
3471.8245,13146.96,13146.96
3471.9768,13112.7002,13112.7002
3472.1294,13131.2998,13131.2998
3472.2817,13040.0898,13040.0898
3472.4341,13233.7598,13233.7598
3472.5864,13189.5996,13189.5996
3472.739,13304.2197,13304.2197
3472.8914,13379.1904,13379.1904
3473.0437,13285.2695,13285.2695
3473.196,13410.0498,13410.0498
3473.3484,13485.8398,13485.8398
3473.501,13608.8799,13608.8799
3473.6533,13486.3398,13486.3398
3473.8057,13488.25,13488.25
3473.958,13483.9697,13483.9697
3474.1106,13391.6602,13391.6602
3474.2629,13436.4199,13436.4199
3474.4153,13552.8799,13552.8799
3474.5676,13631.79,13631.79
3474.7202,13563.29,13563.29
3474.8726,13469.4004,13469.4004
3475.0249,13267.9297,13267.9297
3475.1772,13278.5596,13278.5596
3475.3296,13278.9404,13278.9404
3475.4822,13406.2305,13406.2305
3475.6345,13252.71,13252.71
3475.7869,13093.3896,13093.3896
3475.9392,13106.3604,13106.3604
3476.0918,12918.7197,12918.7197
3476.2441,12540.5195,12540.5195
3476.3965,12150.6104,12150.6104
3476.5488,11966.1602,11966.1602
3476.7014,11746.79,11746.79
3476.8538,11525.4199,11525.4199
3477.0061,11559.8398,11559.8398
3477.1584,11686.9502,11686.9502
3477.3108,11743.25,11743.25
3477.4634,11549.21,11549.21
3477.6157,11518.6699,11518.6699
3477.7681,11531.46,11531.46
3477.9204,11582.6504,11582.6504
3478.073,11693.3203,11693.3203
3478.2253,11842.3896,11842.3896
3478.3777,11872.5195,11872.5195
3478.53,11717.96,11717.96
3478.6826,11371.4102,11371.4102
3478.835,11282.0098,11282.0098
3478.9873,11108.4404,11108.4404
3479.1396,11023.6699,11023.6699
3479.292,10908.2598,10908.2598
3479.4446,10911.7695,10911.7695
3479.5969,10787.54,10787.54
3479.7493,10829.54,10829.54
3479.9016,10973.3604,10973.3604
3480.0542,11068.9805,11068.9805
3480.2065,10804.29,10804.29
3480.3589,10614.8496,10614.8496
3480.5112,10627.6602,10627.6602
3480.6638,10632.29,10632.29
3480.8162,10751.2002,10751.2002
3480.9685,10598.5801,10598.5801
3481.1208,10538.6299,10538.6299
3481.2732,10656.9805,10656.9805
3481.4258,10634.9199,10634.9199
3481.5781,10651.1904,10651.1904
3481.7305,10746.1396,10746.1396
3481.8828,10675.1602,10675.1602
3482.0354,10762.4199,10762.4199
3482.1877,10757.4004,10757.4004
3482.3401,10832.7305,10832.7305
3482.4924,10663.2998,10663.2998
3482.645,10603.3398,10603.3398
3482.7974,10523.2695,10523.2695
3482.9497,10208.3896,10208.3896
3483.1021,10142.6699,10142.6699
3483.2544,10165.71,10165.71
3483.407,10226.5195,10226.5195
3483.5593,10308.7998,10308.7998
3483.7117,10320.0898,10320.0898
3483.864,10663.2695,10663.2695
3484.0166,10910.6104,10910.6104
3484.1689,11023.46,11023.46
3484.3213,11360.04,11360.04
3484.4736,11512.1602,11512.1602
3484.6262,11206.8604,11206.8604
3484.7786,11090.8896,11090.8896
3484.9309,11031.8398,11031.8398
3485.0833,11063.3701,11063.3701
3485.2356,11302.7305,11302.7305
3485.3882,11313.7305,11313.7305
3485.5405,10961.1904,10961.1904
3485.6929,10907.2598,10907.2598
3485.8452,10871.6797,10871.6797
3485.9978,10872.79,10872.79
3486.1501,10794.3799,10794.3799
3486.3025,11116.3398,11116.3398
3486.4548,11318.1104,11318.1104
3486.6074,11488.2402,11488.2402
3486.7598,11711.46,11711.46
3486.9121,11756.7197,11756.7197
3487.0645,11980.25,11980.25
3487.2168,11890.8301,11890.8301
3487.3694,11932.0801,11932.0801
3487.5217,11898.8701,11898.8701
3487.6741,12095.3701,12095.3701
3487.8264,11915.3203,11915.3203
3487.979,11734.8398,11734.8398
3488.1313,11652.6299,11652.6299
3488.2837,11746.5703,11746.5703
3488.436,11683.8301,11683.8301
3488.5886,11590.5898,11590.5898
3488.741,11507.8096,11507.8096
3488.8933,11404.3398,11404.3398
3489.0457,11437.0303,11437.0303
3489.198,11267.2002,11267.2002
3489.3506,10810.75,10810.75
3489.5029,10647.7998,10647.7998
3489.6553,10694.79,10694.79
3489.8076,10365.8896,10365.8896
3489.9602,10052.0195,10052.0195
3490.1125,10151.7803,10151.7803
3490.2649,9925.1152,9925.1152
3490.4172,10233.21,10233.21
3490.5698,10259.1299,10259.1299
3490.7222,10235.4502,10235.4502
3490.8745,10392.0195,10392.0195
3491.0269,10381.6904,10381.6904
3491.1792,10541.1699,10541.1699
3491.3318,10548.0801,10548.0801
3491.4841,10612.7002,10612.7002
3491.6365,10185.5498,10185.5498
3491.7888,9861.5742,9861.5742
3491.9414,11556.4004,11556.4004
3492.0938,11513.3398,11513.3398
3492.2461,11448.5303,11448.5303
3492.3984,11194.3701,11194.3701
3492.551,10878.4404,10878.4404
3492.7034,10625.7002,10625.7002
3492.8557,10424.2002,10424.2002
3493.0081,10392.8701,10392.8701
3493.1604,10535.3203,10535.3203
3493.313,10475.9004,10475.9004
3493.4653,10492.4902,10492.4902
3493.6177,10550.25,10550.25
3493.77,10322.3398,10322.3398
3493.9226,10596.7695,10596.7695
3494.075,10635.75,10635.75
3494.2273,10497.7695,10497.7695
3494.3796,10493.5996,10493.5996
3494.5322,10552.0498,10552.0498
3494.6846,10799.6904,10799.6904
3494.8369,10714.5703,10714.5703
3494.9893,10953.9404,10953.9404
3495.1416,10748.5303,10748.5303
3495.2942,10724.0195,10724.0195
3495.4465,10887.4805,10887.4805
3495.5989,11280.6797,11280.6797
3495.7512,11215.29,11215.29
3495.9038,11345.4902,11345.4902
3496.0562,11206.2305,11206.2305
3496.2085,11289.9004,11289.9004
3496.3608,11391.5303,11391.5303
3496.5134,11232.3799,11232.3799
3496.6658,11267.3701,11267.3701
3496.8181,11311.1797,11311.1797
3496.9705,11270.5098,11270.5098
3497.1228,11106.6299,11106.6299
3497.2754,11803.4199,11803.4199
3497.4277,11807.9004,11807.9004
3497.5801,12155.9297,12155.9297
3497.7324,12736.2402,12736.2402
3497.885,13027.9004,13027.9004
3498.0374,13183.5498,13183.5498
3498.1897,13142.8398,13142.8398
3498.342,12926.2998,12926.2998
3498.4946,12892.4199,12892.4199
3498.647,12951.3799,12951.3799
3498.7993,13036.46,13036.46
3498.9517,13012.0996,13012.0996
3499.104,13132.4502,13132.4502
3499.2566,13473.7803,13473.7803
3499.4089,13717.4404,13717.4404
3499.5613,14088.5098,14088.5098
3499.7136,14483.8604,14483.8604
3499.8662,15124.5703,15124.5703
3500.0186,15086.7695,15086.7695
3500.1709,14865.7002,14865.7002
3500.3232,14578.0801,14578.0801
3500.4758,14071.0098,14071.0098
3500.6282,13995.7695,13995.7695
3500.7805,13652.3096,13652.3096
3500.9329,13659.5703,13659.5703
3501.0852,13488.5,13488.5
3501.2378,13382.0098,13382.0098
3501.3901,13312.04,13312.04
3501.5425,13436.2002,13436.2002
3501.6948,13569.3203,13569.3203
3501.8474,13673.21,13673.21
3501.9998,13451.8799,13451.8799
3502.1521,13182.7197,13182.7197
3502.3044,12859.7002,12859.7002
3502.457,12489.4199,12489.4199
3502.6094,12366.9297,12366.9297
3502.7617,12231.6699,12231.6699
3502.9141,12110.3301,12110.3301
3503.0664,12323.5195,12323.5195
3503.219,12515.25,12515.25
3503.3713,12537.9902,12537.9902
3503.5237,12977.1104,12977.1104
3503.676,13187.0498,13187.0498
3503.8286,13387.8301,13387.8301
3503.981,13299.1602,13299.1602
3504.1333,13398.9004,13398.9004
3504.2856,13163.6396,13163.6396
3504.438,13022.4297,13022.4297
3504.5906,12992.6104,12992.6104
3504.7429,12977.9502,12977.9502
3504.8953,12959.1299,12959.1299
3505.0476,12851.71,12851.71
3505.2002,12656.6904,12656.6904
3505.3525,12629.9102,12629.9102
3505.5049,12607.5996,12607.5996
3505.6572,12347.3398,12347.3398
3505.8098,12313.5303,12313.5303
3505.9622,12077.7598,12077.7598
3506.1145,11941.8398,11941.8398
3506.2668,11922.3604,11922.3604
3506.4192,11985.0596,11985.0596
3506.5718,11934.0801,11934.0801
3506.7241,11872.9502,11872.9502
3506.8765,11779.6201,11779.6201
3507.0288,11780.3896,11780.3896
3507.1814,11412.7998,11412.7998
3507.3337,11436.0498,11436.0498
3507.4861,11607.9902,11607.9902
3507.6384,11562.7803,11562.7803
3507.791,11721.2803,11721.2803
3507.9434,11696.2402,11696.2402
3508.0957,11687.1797,11687.1797
3508.248,11652.4502,11652.4502
3508.4004,11440.3604,11440.3604
3508.553,11275.5596,11275.5596
3508.7053,11241.7598,11241.7598
3508.8577,10890.0801,10890.0801
3509.01,10605.1797,10605.1797
3509.1626,10504.4004,10504.4004
3509.3149,10780.0195,10780.0195
3509.4673,11189.1699,11189.1699
3509.6196,11110.9902,11110.9902
3509.7722,11605.1602,11605.1602
3509.9246,11902.5596,11902.5596
3510.0769,12000.7803,12000.7803
3510.2292,11812.4297,11812.4297
3510.3816,11884.0703,11884.0703
3510.5342,12127.4199,12127.4199
3510.6865,12153.7402,12153.7402
3510.8389,12388.8301,12388.8301
3510.9912,12475.1201,12475.1201
3511.1438,12444.5303,12444.5303
3511.2961,12287.2197,12287.2197
3511.4485,11975.7002,11975.7002
3511.6008,11940.4199,11940.4199
3511.7534,12119.8203,12119.8203
3511.9058,11924.2305,11924.2305
3512.0581,11689.7598,11689.7598
3512.2104,11772.1699,11772.1699
3512.3628,11847.5801,11847.5801
3512.5154,12118.04,12118.04
3512.6677,12319.4805,12319.4805
3512.8201,12434.7803,12434.7803
3512.9724,12412.54,12412.54
3513.125,12356.8496,12356.8496
3513.2773,12291.1699,12291.1699
3513.4297,12190.1201,12190.1201
3513.582,12104.5801,12104.5801
3513.7346,12067.9199,12067.9199
3513.887,12011.2197,12011.2197
3514.0393,11975.9502,11975.9502
3514.1917,12188.8896,12188.8896
3514.344,12229.3096,12229.3096
3514.4966,11950.4902,11950.4902
3514.6489,11942.96,11942.96
3514.8013,11569.4102,11569.4102
3514.9536,11742.4404,11742.4404
3515.1062,11729.6797,11729.6797
3515.2585,11820.46,11820.46
3515.4109,11754.0703,11754.0703
3515.5632,11893.6396,11893.6396
3515.7158,11874.6201,11874.6201
3515.8682,11929.9297,11929.9297
3516.0205,11714.1602,11714.1602
3516.1729,11812.4004,11812.4004
3516.3252,11814.0703,11814.0703
3516.4778,11716.7002,11716.7002
3516.6301,11745.1602,11745.1602
3516.7825,11776.2305,11776.2305
3516.9348,11554.4805,11554.4805
3517.0874,11806.8096,11806.8096
3517.2397,12074.3096,12074.3096
3517.3921,12132.8799,12132.8799
3517.5444,11886.0801,11886.0801
3517.697,11878.1201,11878.1201
3517.8494,12041.7598,12041.7598
3518.0017,11928.3096,11928.3096
3518.1541,11899.9404,11899.9404
3518.3064,11887.9902,11887.9902
3518.459,11833.96,11833.96
3518.6113,11814.8398,11814.8398
3518.7637,11850.6699,11850.6699
3518.916,11851.3096,11851.3096
3519.0686,11968.1504,11968.1504
3519.2209,12102.7803,12102.7803
3519.3733,12254.8496,12254.8496
3519.5256,12397.29,12397.29
3519.6782,12282.1699,12282.1699
3519.8306,12399.2598,12399.2598
3519.9829,12309.6904,12309.6904
3520.1353,12384.0898,12384.0898
3520.2876,12329.3203,12329.3203
3520.4402,12377.75,12377.75
3520.5925,12423.5303,12423.5303
3520.7449,12261.6104,12261.6104
3520.8972,12440.1699,12440.1699
3521.0498,12342.2998,12342.2998
3521.2021,12262.2002,12262.2002
3521.3545,12526.6504,12526.6504
3521.5068,12351.1299,12351.1299
3521.6594,12386.3701,12386.3701
3521.8118,12468.9102,12468.9102
3521.9641,12583.8203,12583.8203
3522.1165,12551.6797,12551.6797
3522.2688,12534.9502,12534.9502
3522.4214,12450.6396,12450.6396
3522.5737,12498.9502,12498.9502
3522.7261,12400.2803,12400.2803
3522.8784,12267.5596,12267.5596
3523.031,12294.5801,12294.5801
3523.1833,12083.6201,12083.6201
3523.3357,11959.0596,11959.0596
3523.488,11885.5498,11885.5498
3523.6406,11854.1201,11854.1201
3523.793,11890.4502,11890.4502
3523.9453,11813.46,11813.46
3524.0977,11913.1602,11913.1602
3524.25,11950.8496,11950.8496
3524.4026,12275.9102,12275.9102
3524.5549,12301.4199,12301.4199
3524.7073,12412.9004,12412.9004
3524.8596,12597.0596,12597.0596
3525.0122,12602.3203,12602.3203
3525.1646,12477.1504,12477.1504
3525.3169,12300.0098,12300.0098
3525.4692,12032.1201,12032.1201
3525.6218,11810.0996,11810.0996
3525.7742,11704.7002,11704.7002
3525.9265,11634,11634
3526.0789,11802.8896,11802.8896
3526.2312,11899.6396,11899.6396
3526.3838,11832.9697,11832.9697
3526.5361,11919.3398,11919.3398
3526.6885,11980.1904,11980.1904
3526.8408,12115.2998,12115.2998
3526.9934,12261.8799,12261.8799
3527.1458,12295.79,12295.79
3527.2981,12355.1299,12355.1299
3527.4504,12345.9502,12345.9502
3527.603,12187.6396,12187.6396
3527.7554,12099.1299,12099.1299
3527.9077,12026,12026
3528.0601,12124.3896,12124.3896
3528.2124,12290.2002,12290.2002
3528.365,12350.5,12350.5
3528.5173,12404.9502,12404.9502
3528.6697,12501.4297,12501.4297
3528.822,12618.0801,12618.0801
3528.9746,12700.3896,12700.3896
3529.127,12759.8496,12759.8496
3529.2793,12706.8799,12706.8799
3529.4316,12752.6904,12752.6904
3529.5842,12818.3799,12818.3799
3529.7366,12809.6797,12809.6797
3529.8889,12720.5898,12720.5898
3530.0413,12583.0703,12583.0703
3530.1936,12360.6104,12360.6104
3530.3462,12423.7598,12423.7598
3530.4985,12289.2998,12289.2998
3530.6509,12345.9297,12345.9297
3530.8032,12456.29,12456.29
3530.9558,12702.6904,12702.6904
3531.1082,12820.1797,12820.1797
3531.2605,12863.6396,12863.6396
3531.4128,12985.0996,12985.0996
3531.5654,13071.1504,13071.1504
3531.7178,13147.4199,13147.4199
3531.8701,13090.4902,13090.4902
3532.0225,12997.9199,12997.9199
3532.1748,13035.0098,13035.0098
3532.3274,12950.5498,12950.5498
3532.4797,13010.79,13010.79
3532.6321,13079.3604,13079.3604
3532.7844,13174.9199,13174.9199
3532.937,13163.4404,13163.4404
3533.0894,13170.2197,13170.2197
3533.2417,13344.25,13344.25
3533.394,13416.8799,13416.8799
3533.5466,13460.3799,13460.3799
3533.699,13394.9199,13394.9199
3533.8513,13545.4004,13545.4004
3534.0037,13656.75,13656.75
3534.156,13777.29,13777.29
3534.3086,13909.4004,13909.4004
3534.4609,13988.3896,13988.3896
3534.6133,13970.4805,13970.4805
3534.7656,13859.2305,13859.2305
3534.9182,13796.6104,13796.6104
3535.0706,13615.3496,13615.3496
3535.2229,13434.54,13434.54
3535.3752,13400.1299,13400.1299
3535.5276,13281.0801,13281.0801
3535.6802,13225.2998,13225.2998
3535.8325,13141.46,13141.46
3535.9849,13110.75,13110.75
3536.1372,13137.7197,13137.7197
3536.2898,13219.2598,13219.2598
3536.4421,13234.21,13234.21
3536.5945,13373.4199,13373.4199
3536.7468,13368.0195,13368.0195
3536.8994,13400.5596,13400.5596
3537.0518,13180.7305,13180.7305
3537.2041,13129.7402,13129.7402
3537.3564,13057.4404,13057.4404
3537.5088,13081.6797,13081.6797
3537.6614,13041.4199,13041.4199
3537.8137,12998.4697,12998.4697
3537.9661,12991.1299,12991.1299
3538.1184,12852.2695,12852.2695
3538.271,12941.3701,12941.3701
3538.4233,12945.1104,12945.1104
3538.5757,13103.9004,13103.9004
3538.728,13048.6797,13048.6797
3538.8806,12922.3301,12922.3301
3539.033,12772.6904,12772.6904
3539.1853,12954.0498,12954.0498
3539.3376,12965.0303,12965.0303
3539.49,13126.0098,13126.0098
3539.6426,13261.9502,13261.9502
3539.7949,13287,13287
3539.9473,13329.9902,13329.9902
3540.0996,12992,12992
3540.2522,12648.8701,12648.8701
3540.4045,12494.7998,12494.7998
3540.5569,12426.0703,12426.0703
3540.7092,12395.8398,12395.8398
3540.8618,12393.7695,12393.7695
3541.0142,12739.9697,12739.9697
3541.1665,12786.8496,12786.8496
3541.3188,12865.4404,12865.4404
3541.4712,12952.4102,12952.4102
3541.6238,13038.1602,13038.1602
3541.7761,13128.4902,13128.4902
3541.9285,12810.3496,12810.3496
3542.0808,12440.8701,12440.8701
3542.2334,12164.0195,12164.0195
3542.3857,11927.3799,11927.3799
3542.5381,11794.4199,11794.4199
3542.6904,11799.6602,11799.6602
3542.843,11857.7998,11857.7998
3542.9954,12113.8096,12113.8096
3543.1477,12476.04,12476.04
3543.3,12492.6299,12492.6299
3543.4524,12640.4502,12640.4502
3543.605,12427.2998,12427.2998
3543.7573,12113.7803,12113.7803
3543.9097,11952.6797,11952.6797
3544.062,11959.3604,11959.3604
3544.2146,12077.2197,12077.2197
3544.3669,12184.0996,12184.0996
3544.5193,12527.21,12527.21
3544.6716,12742.5703,12742.5703
3544.8242,12655.0195,12655.0195
3544.9766,12363.3398,12363.3398
3545.1289,11974.4199,11974.4199
3545.2812,11673.1504,11673.1504
3545.4336,11514.1602,11514.1602
3545.5862,11230.4102,11230.4102
3545.7385,11041.1299,11041.1299
3545.8909,11039.5596,11039.5596
3546.0432,11173.96,11173.96
3546.1958,11333.1602,11333.1602
3546.3481,11511,11511
3546.5005,11587.0996,11587.0996
3546.6528,11545.4697,11545.4697
3546.8054,11501.46,11501.46
3546.9578,11354.2598,11354.2598
3547.1101,11140.4004,11140.4004
3547.2625,10931.0195,10931.0195
3547.4148,10717.0098,10717.0098
3547.5674,10816.0498,10816.0498
3547.7197,10937.04,10937.04
3547.8721,10954.54,10954.54
3548.0244,11190.2695,11190.2695
3548.177,11303.7002,11303.7002
3548.3293,11274.54,11274.54
3548.4817,11273.9697,11273.9697
3548.634,11402.29,11402.29
3548.7866,11415.9297,11415.9297
3548.939,11565.1299,11565.1299
3549.0913,11766.9697,11766.9697
3549.2437,11877.0098,11877.0098
3549.396,11787.5703,11787.5703
3549.5486,11631.0996,11631.0996
3549.7009,11562.25,11562.25
3549.8533,11671.6797,11671.6797
3550.0056,11746.2402,11746.2402
3550.1582,11740,11740
3550.3105,11673.7598,11673.7598
3550.4629,11716.7803,11716.7803
3550.6152,11834.5303,11834.5303
3550.7678,11838.5898,11838.5898
3550.9202,11779.5,11779.5
3551.0725,11797.9404,11797.9404
3551.2249,11706.1396,11706.1396
3551.3772,11628.1299,11628.1299
3551.5298,11807.8096,11807.8096
3551.6821,11959.3799,11959.3799
3551.8345,11963.4199,11963.4199
3551.9868,11986.9902,11986.9902
3552.1394,11857.54,11857.54
3552.2917,11711.4102,11711.4102
3552.4441,11598.29,11598.29
3552.5964,11478.3301,11478.3301
3552.749,11594.4502,11594.4502
